หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
AMARIN,บริษัท สิริภักดีธรรม จำกัด,จำหน่าย,หุ้น,13.0611,4.8082,8.2528,28/05/2569,89.7911,4.8082,84.9828,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a06a8a87f39376f1afc987a,246042162605-1
JAS,นาย พิชญ์ โพธารามิก,จำหน่าย,หุ้น,50.0087,49.876,0.1326,28/05/2569,50.0087,49.876,0.1326,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a181bb47f39376f1afc98b9,246042172605-1
JAS,นาย พิชญ์ โพธารามิก,จำหน่าย,หุ้น,50.0087,0.1326,49.876,28/05/2569,50.0087,0.1326,49.876,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a1ede717f39376f1afc98be,246042172605-2
PJW,นาย พิรุฬห์ เหมมณฑารพ,ได้มา,หุ้น,9.9591,1.5523,11.5114,27/05/2569,9.9591,1.5523,11.5114,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a1800497f39376f1afc98b7,246042152605-1
MONO,นาย พิชญ์ โพธารามิก,จำหน่าย,หุ้น,45.017,0.288,44.7289,22/05/2569,45.017,0.288,44.7289,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a166dc67f39376f1afc98b5,246042132605-1
UMS,บริษัท อะธีน โฮลดิ้งส์ จำกัด,จำหน่าย,หุ้น,89.3591,4.9825,84.3765,22/05/2569,89.3591,4.9825,84.3765,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a16611a7f39376f1afc98b0,246042142605-1
PIS,บริษัท สกาย ไอซีที จำกัด (มหาชน),ได้มา,หุ้น,69.9787,0.0279,70.0067,21/05/2569,69.9787,0.0279,70.0067,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0edbe57f39376f1afc98a7,246042102605-1
UMS,บริษัท อะธีน โฮลดิ้งส์ จำกัด,จำหน่าย,หุ้น,92.9712,3.6121,89.3591,21/05/2569,92.9712,3.6121,89.3591,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0e78bb7f39376f1afc989a,246042112605-1
TSR,นาย ยรรยง ธรรมธัชอารี,ได้มา,หุ้น,0.0,5.6257,5.6257,20/05/2569,0.0,5.6257,5.6257,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0e9a347f39376f1afc989e,246042062605-1
AMARIN,บริษัท สิริภักดีธรรม จำกัด,จำหน่าย,หุ้น,13.8625,0.8013,13.0611,19/05/2569,90.5925,0.8013,89.7911,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a06a6dc7f39376f1afc9879,246042042605-1
ETTH26,นาย อานุภาพ ปัญญาคะโป,ได้มา,หุ้น,4.5899,0.68,5.28,19/05/2569,4.5899,0.68,5.28,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a1029c97f39376f1afc98ac,246042122605-1
F&D,นาย จาง จื้อ ห่าว,จำหน่าย,หุ้น,68.8149,22.0959,46.7189,19/05/2569,68.8149,22.0959,46.7189,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d9d0b7f39376f1afc9899,246042032605-1
KGEN,นาย ธนัช ปวรวิปุลยากร,จำหน่าย,หุ้น,7.503,4.8407,2.6623,19/05/2569,7.503,4.8407,2.6623,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0beca67f39376f1afc987e,246041962605-1
UBA,บริษัท สยามอีสต์ โซลูชั่น จำกัด (มหาชน),ได้มานิติบุคคลตามมาตรา 258,หุ้น,33.0265,0.865,33.8916,19/05/2569,35.014,0.865,35.014,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0ea95d7f39376f1afc98a0,246042072605-1
CI,นางสาว กรัชเพชร อิสสระ,ได้มา,หุ้น,3.8993,2.2937,6.1931,18/05/2569,3.8993,2.2937,6.1931,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d87297f39376f1afc9897,246042022605-1
THMUI,นาย ทชากร ลีลาประชากุล,ได้มา,หุ้น,6.2242,8.4311,14.6553,18/05/2569,6.2242,8.4311,14.6553,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d2a807f39376f1afc988e,246041972605-1
THMUI,นาย วีระพล ลีลาประชากุล,จำหน่าย,หุ้น,21.0777,21.0777,0.0,18/05/2569,21.0777,21.0777,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d52137f39376f1afc9894,246042012605-1
THMUI,นาย ศุภณัชรัญญ์ พงสินณัชชาพล,ได้มา,หุ้น,6.0732,4.2155,10.2888,18/05/2569,6.0732,4.2155,10.2888,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d2fac7f39376f1afc988f,246041982605-1
THMUI,นาย ศุภณัชวัชญ์ พงสินณัชชาพล,ได้มา,หุ้น,6.0732,4.2155,10.2888,18/05/2569,6.0732,4.2155,10.2888,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d33067f39376f1afc9893,246042002605-1
THMUI,นาย เอกบดินทร์ ลีลาประชากุล,ได้มา,หุ้น,6.0732,4.2155,10.2888,18/05/2569,6.0732,4.2155,10.2888,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0d31e97f39376f1afc9891,246041992605-1
CSS,นาย ชาคร ศรีวัฒนประยูร,ได้มา,หุ้น,4.9858,0.0193,5.0052,13/05/2569,4.9858,0.0193,5.0052,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0afd657f39376f1afc987d,246041892605-1
PRM,บริษัท นทลิน จำกัด,ได้มา,หุ้น,64.1799,3.8981,68.078,12/05/2569,64.1799,3.8981,68.078,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0541cc7f39376f1afc986f,246041882605-1
ERW,นาย ธีระชัย กีรติเตชากร,ได้มา,หุ้น,4.8085,1.825,6.6336,08/05/2569,4.8085,1.825,6.6336,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a01b4577f39376f1afc9868,246041852605-1
JUBILE,นาย พีรนาถ โชควัฒนา,ได้มา,หุ้น,5.0011,5.0011,10.0023,08/05/2569,5.0011,5.0011,10.0023,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69fd9f5a7f39376f1afc9863,246041822605-1
JUBILE,นาย พีรนาถ โชควัฒนา,ได้มา,หุ้น,4.9993,0.0017,5.0011,08/05/2569,4.9993,0.0017,5.0011,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a01455a7f39376f1afc9867,246041822605-2
TSTH,นาย ธีระชัย กีรติเตชากร,ได้มา,หุ้น,4.9689,0.7927,5.7616,08/05/2569,4.9689,0.7927,5.7616,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a035dfe7f39376f1afc986b,246041862605-1
XBIO,นางสาว วรรณณี โรจนวณิชยากร,จำหน่าย,หุ้น,7.8925,7.8925,0.0,08/05/2569,7.8925,7.8925,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69fda74e7f39376f1afc9865,246041832605-1
KTMS,นางสาว กาญจนา พงศ์พัฒนะเดชา,ได้มา,หุ้น,6.9174,53.075,59.9924,05/05/2569,8.0191,53.075,61.0942,จะทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0ed21c7f39376f1afc98a5,246042082605-1
KTMS,บริษัท ฟิลเตอร์ วิชั่น จำกัด (มหาชน),จำหน่าย,หุ้น,53.075,53.075,0.0,05/05/2569,53.075,53.075,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0ed3877f39376f1afc98a6,246042092605-1
WP,นาย อัยยวัฒน์ ศรีวัฒนประภา,จำหน่าย,หุ้น,15.0831,0.1528,14.9302,29/04/2569,15.0831,0.1528,14.9302,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69f2dac87f39376f1afc985b,246041802604-1
EMPIRE,นาย กระทรวง จารุศิระ,จำหน่าย,หุ้น,10.3237,1.0925,9.2312,22/04/2569,10.3237,1.0925,9.2312,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69ead9b37f39376f1afc9842,246041752604-1
QTCG,นาย ชาคร ศรีวัฒนประยูร,ได้มา,หุ้น,9.9957,0.0624,10.0582,21/04/2569,9.9957,0.0624,10.0582,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69eb3d937f39376f1afc9845,246041772604-1
SPA,FIL LIMITED,จำหน่าย,หุ้น,5.8375,1.8099,4.0275,21/04/2569,5.8375,1.8099,4.0275,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69eae1317f39376f1afc9843,246041762604-1
TRV,นาย สุเทพ สมานบุตร,จำหน่าย,หุ้น,13.5416,3.9583,9.5833,21/04/2569,13.5416,3.9583,9.5833,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a0aa5c77f39376f1afc987c,246041902605-1
TSE,น.ส. แคทลีน มาลีนนท์,ได้มา,หุ้น,0.0,45.7472,45.7472,21/04/2569,0.0,45.7472,45.7472,ฉบับแก้ไข จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2a86ed7f39376f1afc98e1,246042312606-2
TSE,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,45.7472,45.7472,0.0,21/04/2569,45.7472,45.7472,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e88f847f39376f1afc9841,246041742604-1
PJW,นาย วิวรรธน์ เหมมณฑารพ,จำหน่าย,หุ้น,5.7347,0.8633,4.8714,20/04/2569,5.7347,0.8633,4.8714,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e5c70f7f39376f1afc982e,246041712604-1
EMPIRE,นาย กระทรวง จารุศิระ,ได้มา,หุ้น,6.2044,5.5511,10.3237,17/04/2569,6.2044,5.5511,10.3237,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e6f9407f39376f1afc983b,246041732604-1
EMPIRE,นาย วโรตม์ หน่อแก้ว,ได้มา,หุ้น,0.001,13.5278,13.5288,17/04/2569,0.001,13.5278,13.5288,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e5dc4b7f39376f1afc9835,246041702604-1
XBIO,นางสาว วรรณณี โรจนวณิชยากร,ได้มา,หุ้น,0.0,7.7994,7.7994,17/04/2569,0.0,7.7994,7.7994,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69f19aac7f39376f1afc9853,246041792604-1
SENX,นาง นิดดา จูรัตน์ศักดิ์เจริญ,จำหน่าย,หุ้น,10.5039,10.5039,0.0,16/04/2569,10.5039,10.5039,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e19f0f7f39376f1afc9824,246041662604-1
SENX,นาย จิตร์ ธัญลักษณ์ภาคย์,ได้มา,หุ้น,0.0047,19.6207,19.6255,16/04/2569,0.0047,19.6207,19.6255,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e1e80e7f39376f1afc982a,246041672604-1
HFT,บริษัท ฮั้วฟง รับเบอร์ อินดัสทรี จำกัด,ได้มา,หุ้น,50.4226,10.4812,60.9039,09/04/2569,50.4226,10.4812,60.9039,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69fbfe437f39376f1afc985f,246041812605-1
MASTEC,นาย ดุษฎี มีชัย,ได้มา,หุ้น,28.7522,0.05,28.8022,08/04/2569,29.9688,0.05,30.0188,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a066eb17f39376f1afc9877,246041872605-1
TPOLY,นาย ชัยรัตน์ โกวิทจินดาชัย,จำหน่าย,หุ้น,5.1493,1.7628,3.3865,07/04/2569,5.1493,1.7628,3.3865,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69d6033b7f39376f1afc981c,246041622604-1
APP,นางสาว มัชฌิมา ตั้งอดุลย์รัตน์,ได้มา,หุ้น,0.0,55.0341,55.0341,03/04/2569,0.0,55.0341,55.0341,ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69d76efc7f39376f1afc981e,246041632604-1
WARRIX,วิศัลย์ วนะศักดิ์ศรีสกุล,จำหน่าย,หุ้น,41.7087,5.6019,36.1067,03/04/2569,41.7087,5.6019,36.1067,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cf9c937f39376f1afc981b,246041612604-1
DUSIT,นาง สุนงค์ สาลีรัฐวิภาค,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,49.7436,-49.7436,31/03/2569,0.0,49.7436,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cca1227f39376f1afc9813,246041592604-1
PICO,นาง ธันยพร ตั้งคารวคุณ,ได้มา,หุ้น,0.0,12.4324,12.4324,31/03/2569,0.0,12.4324,12.4324,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e5d3097f39376f1afc9833,246041692604-1
PICO,นาย สุรินทร์ บรรยงพงศ์เลิศ,จำหน่าย,หุ้น,12.4351,12.4324,0.0026,31/03/2569,12.4815,12.4324,0.049,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cb581a7f39376f1afc980e,246041572604-1
PLE,นาย เมธัส ศรีสุชาต,ได้มา,หุ้น,4.8369,6.5885,10.5792,31/03/2569,4.8369,6.5885,10.5792,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e1acb67f39376f1afc9827,246041652604-1
PLE,นาย เสวก ศรีสุชาต,ได้มา,หุ้น,21.8658,28.9454,46.9857,31/03/2569,21.8658,28.9454,46.9857,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e1a5007f39376f1afc9826,246041642604-1
PLE,นาย เสวก ศรีสุชาต,ได้มา,หุ้น,21.8658,10.9051,28.9454,31/03/2569,21.8658,10.9051,28.9454,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69e58ceb7f39376f1afc982d,246041642604-2
SPTX,นาย รัสมิ์ภูมิ สุเมธีวิทย์,จำหน่าย,หุ้น,11.7875,6.7099,5.0775,31/03/2569,11.7875,6.7099,5.0775,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cf22957f39376f1afc9817,246041582604-1
XBIO,นาย สุรพงศ์ แซ่เฮง,จำหน่าย,หุ้น,5.2876,2.9215,2.366,31/03/2569,5.2876,2.9215,2.366,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cbc9907f39376f1afc9810,246041552603-1
DIMET,นาย ธารินทร์ หริรุ่งเจริญ,ได้มา,หุ้น,13.7495,6.6889,20.4384,25/03/2569,13.7495,6.6889,20.4384,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69cf8e3f7f39376f1afc981a,246041602604-1
GOHR25,บริษัท จี แคปปิตอล จำกัด (มหาชน),ได้มา,หุ้น,0.0,8.4399,8.4399,25/03/2569,8.4399,8.4399,8.4399,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c513927f39376f1afc9803,246041502603-1
NDR,นาง นิตยา สัมฤทธิวณิชชา,จำหน่าย,หุ้น,10.9435,1.8034,9.14,25/03/2569,10.9435,1.8034,9.14,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c4fa8b7f39376f1afc9802,246041532603-1
NDR,นาย ชัยสิทธิ์ สัมฤทธิวณิชชา,จำหน่าย,หุ้น,24.317,7.9352,16.3818,25/03/2569,24.317,7.9352,16.3818,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c4f6407f39376f1afc9801,246041522603-1
BKA,นาย ต่อศักดิ์ วงศ์พจนีย์,ได้มา,หุ้น,5.4738,5.4738,10.9476,23/03/2569,5.4738,5.4738,10.9476,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c10d6f7f39376f1afc97f8,246041482603-1
TRV,นางสาว กุลณฐา แสงธนนิรมิต,จำหน่าย,หุ้น,12.3072,3.9346,8.3726,23/03/2569,12.3072,3.9346,8.3726,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c0dfe67f39376f1afc97f4,246041472603-1
TRV,นาย จิรวิช กาสุวรรณ,ได้มา,หุ้น,2.936,3.9346,6.8706,23/03/2569,2.936,3.9346,6.8706,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c52a047f39376f1afc9804,246041512603-1
DMT,บริษัท ธานินทร์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,34.065,1.7898,35.8549,20/03/2569,34.065,1.7898,35.8549,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69c0ab647f39376f1afc97ee,246041462603-1
TRV,นางสาว ณัฏฐ์ณัชชา ลีลาปัญญาเลิศ,จำหน่าย,หุ้น,15.375,14.7916,0.5833,19/03/2569,15.375,14.7916,0.5833,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69bbc7b47f39376f1afc97e6,246041422603-1
TRV,นาย สุเทพ สมานบุตร,ได้มา,หุ้น,0.0,14.7916,14.7916,19/03/2569,0.0,14.7916,14.7916,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69bc03077f39376f1afc97ea,246041442603-1
TPL,นาย อิชย์ศีล สุวรรณวงศ์,ได้มา,หลักทรัพย์แปลงสภาพ,0.1086,4.993,5.1016,18/03/2569,0.1086,4.993,5.1016,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69bcd2237f39376f1afc97ed,246041452603-1
EMC,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน),จำหน่าย,หุ้น,15.5358,5.6564,9.8793,17/03/2569,15.5358,5.6564,9.8793,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69b8cd987f39376f1afc97dd,246041352603-1
TPBI,นางสาว ชุลีพร บริสุทธนะกุล,ได้มา,หุ้น,4.5576,1.4392,5.9969,17/03/2569,4.5576,1.4392,5.9969,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69bbd0db7f39376f1afc97e7,246041432603-1
EMC,นาย LOH SOON GNEE -,ได้มา,หุ้น,0.0,14.5006,14.5006,13/03/2569,0.0,14.5006,14.5006,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69b928867f39376f1afc97df,246041362603-1
